Časovna Značka (CEST/CET);Poraba [kWh];Dinamične Cene [EUR/kWh]
2024-07-06T09:45:00+02:00;6,8167;0,00001
2024-07-06T10:00:00+02:00;6,3172;-0,00747
2024-07-06T10:15:00+02:00;5,5437;-0,00747
2024-07-06T10:30:00+02:00;7,6442;-0,00747
2024-07-06T10:45:00+02:00;5,9012;-0,00747
2024-07-06T11:00:00+02:00;6,0717;-0,02369
2024-07-06T11:15:00+02:00;7,4167;-0,02369
2024-07-06T11:30:00+02:00;5,1947;-0,02369
2024-07-06T11:45:00+02:00;5,0122;-0,02369
2024-07-06T12:00:00+02:00;6,7727;-0,02891
2024-07-06T12:15:00+02:00;4,9957;-0,02891
2024-07-06T12:30:00+02:00;5,1337;-0,02891
2024-07-06T12:45:00+02:00;6,8502;-0,02891
2024-07-06T13:00:00+02:00;5,3367;-0,02833
2024-07-06T13:15:00+02:00;5,0882;-0,02833
2024-07-06T13:30:00+02:00;6,8777;-0,02833
2024-07-06T13:45:00+02:00;5,0552;-0,02833
2024-07-06T14:00:00+02:00;5,2917;-0,04808
2024-07-06T14:15:00+02:00;7,0737;-0,04808
2024-07-06T14:30:00+02:00;5,2127;-0,04808
2024-07-06T14:45:00+02:00;5,7672;-0,04808
2024-07-06T15:00:00+02:00;6,5757;-0,03357
2024-07-06T15:15:00+02:00;4,8312;-0,03357
2024-07-06T15:30:00+02:00;6,1087;-0,03357
2024-07-06T15:45:00+02:00;6,0947;-0,03357
2024-07-06T16:00:00+02:00;6,3987;0,01002
2024-07-06T16:15:00+02:00;7,1892;0,01002
2024-07-06T16:30:00+02:00;5,7782;0,01002
2024-07-06T16:45:00+02:00;8,0107;0,01002
2024-07-06T17:00:00+02:00;4,8907;0,01672
2024-07-06T17:15:00+02:00;7,1832;0,01672
2024-07-06T17:30:00+02:00;5,4827;0,01672
2024-07-06T17:45:00+02:00;6,2922;0,01672
2024-07-06T18:00:00+02:00;6,3462;0,02172
2024-07-06T18:15:00+02:00;6,2937;0,02172
2024-07-06T18:30:00+02:00;6,6592;0,02172
2024-07-06T18:45:00+02:00;5,4162;0,02172
2024-07-06T19:00:00+02:00;7,4967;0,0292
2024-07-06T19:15:00+02:00;4,9467;0,0292
2024-07-06T19:30:00+02:00;7,6347;0,0292
2024-07-06T19:45:00+02:00;5,6262;0,0292
2024-07-06T20:00:00+02:00;6,6397;0,04074
2024-07-06T20:15:00+02:00;5,7457;0,04074
2024-07-06T20:30:00+02:00;6,1232;0,04074
2024-07-06T20:45:00+02:00;6,6797;0,04074
2024-07-06T21:00:00+02:00;4,9727;0,02655
2024-07-06T21:15:00+02:00;7,8072;0,02655
2024-07-06T21:30:00+02:00;5,7447;0,02655
2024-07-06T21:45:00+02:00;7,2342;0,02655
2024-07-06T22:00:00+02:00;5,5667;0,03916
2024-07-06T22:15:00+02:00;5,4212;0,03916
2024-07-06T22:30:00+02:00;5,6577;0,03916
2024-07-06T22:45:00+02:00;6,2202;0,03916
2024-07-06T23:00:00+02:00;5,2707;0,03316
2024-07-06T23:15:00+02:00;5,6877;0,03316
2024-07-06T23:30:00+02:00;6,4027;0,03316
2024-07-06T23:45:00+02:00;5,2797;0,03316
2024-07-07T00:00:00+02:00;5,4723;0,02446
2024-07-07T00:15:00+02:00;6,7948;0,02446
2024-07-07T00:30:00+02:00;4,8973;0,02446
2024-07-07T00:45:00+02:00;5,1868;0,02446
2024-07-07T01:00:00+02:00;6,7753;0,02166
2024-07-07T01:15:00+02:00;4,8688;0,02166
2024-07-07T01:30:00+02:00;5,1898;0,02166
2024-07-07T01:45:00+02:00;6,8843;0,02166
2024-07-07T02:00:00+02:00;5,3208;0,02094
2024-07-07T02:15:00+02:00;5,2288;0,02094
2024-07-07T02:30:00+02:00;6,5473;0,02094
2024-07-07T02:45:00+02:00;6,0683;0,02094
2024-07-07T03:00:00+02:00;5,2103;0,02027
2024-07-07T03:15:00+02:00;5,4923;0,02027
2024-07-07T03:30:00+02:00;6,7798;0,02027
2024-07-07T03:45:00+02:00;5,3038;0,02027
2024-07-07T04:00:00+02:00;5,3493;0,01754
2024-07-07T04:15:00+02:00;7,0728;0,01754
2024-07-07T04:30:00+02:00;5,5748;0,01754
2024-07-07T04:45:00+02:00;5,2123;0,01754
2024-07-07T05:00:00+02:00;4,8458;0,01221
2024-07-07T05:15:00+02:00;6,4903;0,01221
2024-07-07T05:30:00+02:00;4,3373;0,01221
2024-07-07T05:45:00+02:00;4,5278;0,01221
2024-07-07T06:00:00+02:00;4,7358;0,00937
2024-07-07T06:15:00+02:00;4,7608;0,00937
2024-07-07T06:30:00+02:00;4,3403;0,00937
2024-07-07T06:45:00+02:00;4,7993;0,00937
2024-07-07T07:00:00+02:00;5,5613;0,00219
2024-07-07T07:15:00+02:00;4,2018;0,00219
2024-07-07T07:30:00+02:00;4,6653;0,00219
2024-07-07T07:45:00+02:00;6,0633;0,00219
2024-07-07T08:00:00+02:00;4,7733;-0,00005
2024-07-07T08:15:00+02:00;4,5783;-0,00005
2024-07-07T08:30:00+02:00;4,8423;-0,00005
2024-07-07T08:45:00+02:00;5,7918;-0,00005
2024-07-07T09:00:00+02:00;4,4428;-0,00349
2024-07-07T09:15:00+02:00;5,1803;-0,00349
2024-07-07T09:30:00+02:00;6,8488;-0,00349
2024-07-07T09:45:00+02:00;4,9408;-0,00349
2024-07-07T10:00:00+02:00;4,6373;-0,00503
2024-07-07T10:15:00+02:00;6,6383;-0,00503
2024-07-07T10:30:00+02:00;4,5548;-0,00503
2024-07-07T10:45:00+02:00;4,9788;-0,00503
2024-07-07T11:00:00+02:00;7,0658;-0,00495
2024-07-07T11:15:00+02:00;5,4408;-0,00495
2024-07-07T11:30:00+02:00;4,9948;-0,00495
2024-07-07T11:45:00+02:00;5,9378;-0,00495
2024-07-07T12:00:00+02:00;4,6008;-0,00548
2024-07-07T12:15:00+02:00;5,7993;-0,00548
2024-07-07T12:30:00+02:00;5,4498;-0,00548
2024-07-07T12:45:00+02:00;4,8198;-0,00548
2024-07-07T13:00:00+02:00;6,7833;-0,01151
2024-07-07T13:15:00+02:00;5,0968;-0,01151
2024-07-07T13:30:00+02:00;4,6518;-0,01151
2024-07-07T13:45:00+02:00;6,8588;-0,01151
2024-07-07T14:00:00+02:00;4,4933;-0,01202
2024-07-07T14:15:00+02:00;5,4048;-0,01202
2024-07-07T14:30:00+02:00;6,1888;-0,01202
2024-07-07T14:45:00+02:00;4,7543;-0,01202
2024-07-07T15:00:00+02:00;5,9738;-0,00064
2024-07-07T15:15:00+02:00;5,3508;-0,00064
2024-07-07T15:30:00+02:00;4,7803;-0,00064
2024-07-07T15:45:00+02:00;6,7278;-0,00064
2024-07-07T16:00:00+02:00;5,3853;0,01342
2024-07-07T16:15:00+02:00;8,0348;0,01342
2024-07-07T16:30:00+02:00;5,8283;0,01342
2024-07-07T16:45:00+02:00;7,3003;0,01342
2024-07-07T17:00:00+02:00;6,9313;0,04105
2024-07-07T17:15:00+02:00;6,5748;0,04105
2024-07-07T17:30:00+02:00;6,8238;0,04105
2024-07-07T17:45:00+02:00;5,9413;0,04105
2024-07-07T18:00:00+02:00;7,7973;0,07589
2024-07-07T18:15:00+02:00;6,1643;0,07589
2024-07-07T18:30:00+02:00;7,6788;0,07589
2024-07-07T18:45:00+02:00;7,2343;0,07589
2024-07-07T19:00:00+02:00;6,5248;0,09933
2024-07-07T19:15:00+02:00;7,6973;0,09933
2024-07-07T19:30:00+02:00;5,8383;0,09933
2024-07-07T19:45:00+02:00;8,0378;0,09933
2024-07-07T20:00:00+02:00;6,0448;0,11099
2024-07-07T20:15:00+02:00;7,0868;0,11099
2024-07-07T20:30:00+02:00;7,0013;0,11099
2024-07-07T20:45:00+02:00;6,0913;0,11099
2024-07-07T21:00:00+02:00;7,2238;0,11817
2024-07-07T21:15:00+02:00;6,1178;0,11817
2024-07-07T21:30:00+02:00;8,1058;0,11817
2024-07-07T21:45:00+02:00;5,9858;0,11817
2024-07-07T22:00:00+02:00;6,3853;0,11293
2024-07-07T22:15:00+02:00;5,6368;0,11293
2024-07-07T22:30:00+02:00;4,9638;0,11293
2024-07-07T22:45:00+02:00;6,3888;0,11293
2024-07-07T23:00:00+02:00;5,7858;0,09593
2024-07-07T23:15:00+02:00;4,9858;0,09593
2024-07-07T23:30:00+02:00;5,8543;0,09593
2024-07-07T23:45:00+02:00;6,2543;0,09593
2024-07-08T00:00:00+02:00;5,6744;0,08375
2024-07-08T00:15:00+02:00;5,3179;0,08375
2024-07-08T00:30:00+02:00;7,2529;0,08375
2024-07-08T00:45:00+02:00;5,8289;0,08375
2024-07-08T01:00:00+02:00;5,5694;0,07835
2024-07-08T01:15:00+02:00;7,3909;0,07835
2024-07-08T01:30:00+02:00;6,2454;0,07835
2024-07-08T01:45:00+02:00;5,7524;0,07835
2024-07-08T02:00:00+02:00;6,2309;0,07786
2024-07-08T02:15:00+02:00;7,2639;0,07786
2024-07-08T02:30:00+02:00;6,1079;0,07786
2024-07-08T02:45:00+02:00;5,7099;0,07786
2024-07-08T03:00:00+02:00;7,6059;0,07532
2024-07-08T03:15:00+02:00;5,8069;0,07532
2024-07-08T03:30:00+02:00;5,5929;0,07532
2024-07-08T03:45:00+02:00;5,7999;0,07532
2024-07-08T04:00:00+02:00;5,9214;0,07517
2024-07-08T04:15:00+02:00;6,2004;0,07517
2024-07-08T04:30:00+02:00;5,9359;0,07517
2024-07-08T04:45:00+02:00;7,0229;0,07517
2024-07-08T05:00:00+02:00;5,5449;0,095
2024-07-08T05:15:00+02:00;5,0234;0,095
2024-07-08T05:30:00+02:00;5,2774;0,095
2024-07-08T05:45:00+02:00;6,0134;0,095
2024-07-08T06:00:00+02:00;6,5304;0,1241
2024-07-08T06:15:00+02:00;7,4434;0,1241
2024-07-08T06:30:00+02:00;9,3409;0,1241
2024-07-08T06:45:00+02:00;8,6669;0,1241
2024-07-08T07:00:00+02:00;8,9249;0,12767
2024-07-08T07:15:00+02:00;8,7644;0,12767
2024-07-08T07:30:00+02:00;8,8849;0,12767
2024-07-08T07:45:00+02:00;9,7154;0,12767
2024-07-08T08:00:00+02:00;9,1459;0,1271
2024-07-08T08:15:00+02:00;9,8024;0,1271
2024-07-08T08:30:00+02:00;10,6339;0,1271
2024-07-08T08:45:00+02:00;9,7029;0,1271
2024-07-08T09:00:00+02:00;9,7289;0,08157
2024-07-08T09:15:00+02:00;12,1939;0,08157
2024-07-08T09:30:00+02:00;10,6544;0,08157
2024-07-08T09:45:00+02:00;10,4554;0,08157
2024-07-08T10:00:00+02:00;12,7089;0,05832
2024-07-08T10:15:00+02:00;9,9869;0,05832
2024-07-08T10:30:00+02:00;9,8794;0,05832
2024-07-08T10:45:00+02:00;11,3379;0,05832
2024-07-08T11:00:00+02:00;9,3594;0,05644
2024-07-08T11:15:00+02:00;9,2809;0,05644
2024-07-08T11:30:00+02:00;11,7259;0,05644
2024-07-08T11:45:00+02:00;9,5634;0,05644
2024-07-08T12:00:00+02:00;10,2699;0,06304
2024-07-08T12:15:00+02:00;10,4119;0,06304
2024-07-08T12:30:00+02:00;9,1069;0,06304
2024-07-08T12:45:00+02:00;11,6174;0,06304
2024-07-08T13:00:00+02:00;9,1064;0,0571
2024-07-08T13:15:00+02:00;8,9754;0,0571
2024-07-08T13:30:00+02:00;11,0939;0,0571
2024-07-08T13:45:00+02:00;9,1929;0,0571
2024-07-08T14:00:00+02:00;9,0489;0,05886
2024-07-08T14:15:00+02:00;9,1549;0,05886
2024-07-08T14:30:00+02:00;7,7969;0,05886
2024-07-08T14:45:00+02:00;9,9594;0,05886
2024-07-08T15:00:00+02:00;8,2739;0,07049
2024-07-08T15:15:00+02:00;7,6639;0,07049
2024-07-08T15:30:00+02:00;10,1139;0,07049
2024-07-08T15:45:00+02:00;7,7469;0,07049
2024-07-08T16:00:00+02:00;10,4689;0,06985
2024-07-08T16:15:00+02:00;10,7459;0,06985
2024-07-08T16:30:00+02:00;8,4579;0,06985
2024-07-08T16:45:00+02:00;11,3744;0,06985
2024-07-08T17:00:00+02:00;8,7434;0,09007
2024-07-08T17:15:00+02:00;10,2919;0,09007
2024-07-08T17:30:00+02:00;9,5894;0,09007
2024-07-08T17:45:00+02:00;9,0324;0,09007
2024-07-08T18:00:00+02:00;10,6049;0,12988
2024-07-08T18:15:00+02:00;7,9614;0,12988
2024-07-08T18:30:00+02:00;10,4754;0,12988
2024-07-08T18:45:00+02:00;8,6929;0,12988
2024-07-08T19:00:00+02:00;9,1719;0,17862
2024-07-08T19:15:00+02:00;8,9479;0,17862
2024-07-08T19:30:00+02:00;8,3419;0,17862
2024-07-08T19:45:00+02:00;9,7649;0,17862
2024-07-08T20:00:00+02:00;7,0754;0,21393
2024-07-08T20:15:00+02:00;9,2274;0,21393
2024-07-08T20:30:00+02:00;7,6779;0,21393
2024-07-08T20:45:00+02:00;8,0574;0,21393
2024-07-08T21:00:00+02:00;8,4814;0,19203
2024-07-08T21:15:00+02:00;8,1409;0,19203
2024-07-08T21:30:00+02:00;8,8339;0,19203
2024-07-08T21:45:00+02:00;6,9224;0,19203
2024-07-08T22:00:00+02:00;7,5189;0,1327
2024-07-08T22:15:00+02:00;6,0404;0,1327
2024-07-08T22:30:00+02:00;7,0399;0,1327
2024-07-08T22:45:00+02:00;6,5554;0,1327
2024-07-08T23:00:00+02:00;5,9524;0,10034
2024-07-08T23:15:00+02:00;7,6924;0,10034
2024-07-08T23:30:00+02:00;5,9629;0,10034
2024-07-08T23:45:00+02:00;6,6404;0,10034
2024-07-09T00:00:00+02:00;6,9354;0,10199
2024-07-09T00:15:00+02:00;5,4459;0,10199
2024-07-09T00:30:00+02:00;7,2964;0,10199
2024-07-09T00:45:00+02:00;6,8819;0,10199
2024-07-09T01:00:00+02:00;5,5099;0,08729
2024-07-09T01:15:00+02:00;7,5824;0,08729
2024-07-09T01:30:00+02:00;5,8104;0,08729
2024-07-09T01:45:00+02:00;6,2224;0,08729
2024-07-09T02:00:00+02:00;7,2429;0,08072
2024-07-09T02:15:00+02:00;5,9204;0,08072
2024-07-09T02:30:00+02:00;7,1999;0,08072
2024-07-09T02:45:00+02:00;6,1144;0,08072
2024-07-09T03:00:00+02:00;6,0179;0,07535
2024-07-09T03:15:00+02:00;7,4974;0,07535
2024-07-09T03:30:00+02:00;5,8969;0,07535
2024-07-09T03:45:00+02:00;5,6724;0,07535
2024-07-09T04:00:00+02:00;7,7204;0,07185
2024-07-09T04:15:00+02:00;5,8714;0,07185
2024-07-09T04:30:00+02:00;5,6339;0,07185
2024-07-09T04:45:00+02:00;7,3179;0,07185
2024-07-09T05:00:00+02:00;5,7009;0,08108
2024-07-09T05:15:00+02:00;5,8499;0,08108
2024-07-09T05:30:00+02:00;7,4089;0,08108
2024-07-09T05:45:00+02:00;6,0579;0,08108
2024-07-09T06:00:00+02:00;7,6549;0,10843
2024-07-09T06:15:00+02:00;9,0199;0,10843
2024-07-09T06:30:00+02:00;6,9954;0,10843
2024-07-09T06:45:00+02:00;6,8894;0,10843
2024-07-09T07:00:00+02:00;12,5909;0,11967
2024-07-09T07:15:00+02:00;11,7349;0,11967
2024-07-09T07:30:00+02:00;12,6279;0,11967
2024-07-09T07:45:00+02:00;13,2174;0,11967
2024-07-09T08:00:00+02:00;12,2554;0,09477
2024-07-09T08:15:00+02:00;13,7789;0,09477
2024-07-09T08:30:00+02:00;13,9034;0,09477
2024-07-09T08:45:00+02:00;10,8384;0,09477
2024-07-09T09:00:00+02:00;12,9194;0,06418
2024-07-09T09:15:00+02:00;10,4249;0,06418
2024-07-09T09:30:00+02:00;10,4029;0,06418
2024-07-09T09:45:00+02:00;11,8244;0,06418
2024-07-09T10:00:00+02:00;9,7784;0,04663
2024-07-09T10:15:00+02:00;11,6409;0,04663
2024-07-09T10:30:00+02:00;11,9139;0,04663
2024-07-09T10:45:00+02:00;10,6624;0,04663
2024-07-09T11:00:00+02:00;12,8259;0,03371
2024-07-09T11:15:00+02:00;10,0919;0,03371
2024-07-09T11:30:00+02:00;11,6079;0,03371
2024-07-09T11:45:00+02:00;12,5269;0,03371
2024-07-09T12:00:00+02:00;10,9729;0,02195
2024-07-09T12:15:00+02:00;12,7014;0,02195
2024-07-09T12:30:00+02:00;11,7184;0,02195
2024-07-09T12:45:00+02:00;12,7019;0,02195
2024-07-09T13:00:00+02:00;14,1704;0,08734
2024-07-09T13:15:00+02:00;10,7524;0,08734
2024-07-09T13:30:00+02:00;12,8614;0,08734
2024-07-09T13:45:00+02:00;10,5039;0,08734
2024-07-09T14:00:00+02:00;10,4239;0,1042
2024-07-09T14:15:00+02:00;11,6314;0,1042
2024-07-09T14:30:00+02:00;9,7234;0,1042
2024-07-09T14:45:00+02:00;11,4789;0,1042
2024-07-09T15:00:00+02:00;10,9734;0,10538
2024-07-09T15:15:00+02:00;9,8604;0,10538
2024-07-09T15:30:00+02:00;13,1809;0,10538
2024-07-09T15:45:00+02:00;9,7884;0,10538
2024-07-09T16:00:00+02:00;11,1804;0,10231
2024-07-09T16:15:00+02:00;12,3889;0,10231
2024-07-09T16:30:00+02:00;10,2354;0,10231
2024-07-09T16:45:00+02:00;10,8329;0,10231
2024-07-09T17:00:00+02:00;11,3854;0,08243
2024-07-09T17:15:00+02:00;9,5629;0,08243
2024-07-09T17:30:00+02:00;11,3589;0,08243
2024-07-09T17:45:00+02:00;9,6064;0,08243
2024-07-09T18:00:00+02:00;10,9029;0,12557
2024-07-09T18:15:00+02:00;11,1239;0,12557
2024-07-09T18:30:00+02:00;9,1734;0,12557
2024-07-09T18:45:00+02:00;11,2479;0,12557
2024-07-09T19:00:00+02:00;9,2999;0,17173
2024-07-09T19:15:00+02:00;9,5584;0,17173
2024-07-09T19:30:00+02:00;10,3339;0,17173
2024-07-09T19:45:00+02:00;8,2879;0,17173
2024-07-09T20:00:00+02:00;9,1644;0,18836
2024-07-09T20:15:00+02:00;9,9989;0,18836
2024-07-09T20:30:00+02:00;7,6664;0,18836
2024-07-09T20:45:00+02:00;8,8224;0,18836
2024-07-09T21:00:00+02:00;9,1294;0,13273
2024-07-09T21:15:00+02:00;7,8594;0,13273
2024-07-09T21:30:00+02:00;10,1454;0,13273
2024-07-09T21:45:00+02:00;10,0814;0,13273
2024-07-09T22:00:00+02:00;7,0244;0,11401
2024-07-09T22:15:00+02:00;8,0309;0,11401
2024-07-09T22:30:00+02:00;8,0409;0,11401
2024-07-09T22:45:00+02:00;6,4429;0,11401
2024-07-09T23:00:00+02:00;8,5304;0,07675
2024-07-09T23:15:00+02:00;6,2519;0,07675
2024-07-09T23:30:00+02:00;7,6309;0,07675
2024-07-09T23:45:00+02:00;6,8829;0,07675
2024-07-10T00:00:00+02:00;6,2065;0,06606
2024-07-10T00:15:00+02:00;8,3685;0,06606
2024-07-10T00:30:00+02:00;6,0235;0,06606
2024-07-10T00:45:00+02:00;7,3775;0,06606
2024-07-10T01:00:00+02:00;7,281;0,06157
2024-07-10T01:15:00+02:00;6,2135;0,06157
2024-07-10T01:30:00+02:00;8,247;0,06157
2024-07-10T01:45:00+02:00;6,354;0,06157
2024-07-10T02:00:00+02:00;6,882;0,06053
2024-07-10T02:15:00+02:00;7,5455;0,06053
2024-07-10T02:30:00+02:00;6,362;0,06053
2024-07-10T02:45:00+02:00;7,729;0,06053
2024-07-10T03:00:00+02:00;6,9955;0,05836
2024-07-10T03:15:00+02:00;6,067;0,05836
2024-07-10T03:30:00+02:00;8,2405;0,05836
2024-07-10T03:45:00+02:00;6,2505;0,05836
2024-07-10T04:00:00+02:00;6,7835;0,05813
2024-07-10T04:15:00+02:00;7,68;0,05813
2024-07-10T04:30:00+02:00;6,2285;0,05813
2024-07-10T04:45:00+02:00;6,9355;0,05813
2024-07-10T05:00:00+02:00;7,0235;0,06632
2024-07-10T05:15:00+02:00;5,8985;0,06632
2024-07-10T05:30:00+02:00;6,752;0,06632
2024-07-10T05:45:00+02:00;6,457;0,06632
2024-07-10T06:00:00+02:00;7,802;0,08355
2024-07-10T06:15:00+02:00;9,134;0,08355
2024-07-10T06:30:00+02:00;8,3795;0,08355
2024-07-10T06:45:00+02:00;8,169;0,08355
2024-07-10T07:00:00+02:00;10,397;0,10087
2024-07-10T07:15:00+02:00;9,3805;0,10087
2024-07-10T07:30:00+02:00;9,6345;0,10087
2024-07-10T07:45:00+02:00;15,0445;0,10087
2024-07-10T08:00:00+02:00;11,6205;0,10199
2024-07-10T08:15:00+02:00;12,3155;0,10199
2024-07-10T08:30:00+02:00;12,1965;0,10199
2024-07-10T08:45:00+02:00;11,4095;0,10199
2024-07-10T09:00:00+02:00;13,8025;0,08493
2024-07-10T09:15:00+02:00;11,176;0,08493
2024-07-10T09:30:00+02:00;14,102;0,08493
2024-07-10T09:45:00+02:00;14,695;0,08493
2024-07-10T10:00:00+02:00;12,1225;0,065
2024-07-10T10:15:00+02:00;14,6995;0,065
2024-07-10T10:30:00+02:00;11,3645;0,065
2024-07-10T10:45:00+02:00;13,0715;0,065
2024-07-10T11:00:00+02:00;13,7325;0,05608
2024-07-10T11:15:00+02:00;12,015;0,05608
2024-07-10T11:30:00+02:00;14,031;0,05608
2024-07-10T11:45:00+02:00;12,4115;0,05608
2024-07-10T12:00:00+02:00;12,872;0,05765
2024-07-10T12:15:00+02:00;13,154;0,05765
2024-07-10T12:30:00+02:00;11,3715;0,05765
2024-07-10T12:45:00+02:00;13,7625;0,05765
2024-07-10T13:00:00+02:00;10,9355;0,06049
2024-07-10T13:15:00+02:00;10,684;0,06049
2024-07-10T13:30:00+02:00;11,316;0,06049
2024-07-10T13:45:00+02:00;9,2675;0,06049
2024-07-10T14:00:00+02:00;11,6375;0,05755
2024-07-10T14:15:00+02:00;10,8215;0,05755
2024-07-10T14:30:00+02:00;9,7725;0,05755
2024-07-10T14:45:00+02:00;12,186;0,05755
2024-07-10T15:00:00+02:00;9,3335;0,06222
2024-07-10T15:15:00+02:00;10,4735;0,06222
2024-07-10T15:30:00+02:00;11,0495;0,06222
2024-07-10T15:45:00+02:00;9,577;0,06222
2024-07-10T16:00:00+02:00;12,601;0,06937
2024-07-10T16:15:00+02:00;12,2525;0,06937
2024-07-10T16:30:00+02:00;9,668;0,06937
2024-07-10T16:45:00+02:00;11,7175;0,06937
2024-07-10T17:00:00+02:00;10,5695;0,09125
2024-07-10T17:15:00+02:00;10,226;0,09125
2024-07-10T17:30:00+02:00;10,818;0,09125
2024-07-10T17:45:00+02:00;9,775;0,09125
2024-07-10T18:00:00+02:00;11,7085;0,1396
2024-07-10T18:15:00+02:00;11,3025;0,1396
2024-07-10T18:30:00+02:00;9,233;0,1396
2024-07-10T18:45:00+02:00;11,354;0,1396
2024-07-10T19:00:00+02:00;11,381;0,20993
2024-07-10T19:15:00+02:00;9,2045;0,20993
2024-07-10T19:30:00+02:00;10,871;0,20993
2024-07-10T19:45:00+02:00;10,234;0,20993
2024-07-10T20:00:00+02:00;8,9835;0,21957
2024-07-10T20:15:00+02:00;9,806;0,21957
2024-07-10T20:30:00+02:00;7,933;0,21957
2024-07-10T20:45:00+02:00;9,7255;0,21957
2024-07-10T21:00:00+02:00;8,6985;0,18486
2024-07-10T21:15:00+02:00;9,052;0,18486
2024-07-10T21:30:00+02:00;9,726;0,18486
2024-07-10T21:45:00+02:00;7,4385;0,18486
2024-07-10T22:00:00+02:00;8,1325;0,13712
2024-07-10T22:15:00+02:00;6,5715;0,13712
2024-07-10T22:30:00+02:00;8,1645;0,13712
2024-07-10T22:45:00+02:00;6,7645;0,13712
2024-07-10T23:00:00+02:00;6,5655;0,11085
2024-07-10T23:15:00+02:00;8,0535;0,11085
2024-07-10T23:30:00+02:00;7,0715;0,11085
2024-07-10T23:45:00+02:00;7,496;0,11085
2024-07-11T00:00:00+02:00;7,2606;0,09553
2024-07-11T00:15:00+02:00;6,8486;0,09553
2024-07-11T00:30:00+02:00;8,4071;0,09553
2024-07-11T00:45:00+02:00;6,6761;0,09553
2024-07-11T01:00:00+02:00;6,5891;0,08038
2024-07-11T01:15:00+02:00;7,9301;0,08038
2024-07-11T01:30:00+02:00;7,0166;0,08038
2024-07-11T01:45:00+02:00;6,9081;0,08038
2024-07-11T02:00:00+02:00;8,5976;0,07945
2024-07-11T02:15:00+02:00;6,5761;0,07945
2024-07-11T02:30:00+02:00;6,7546;0,07945
2024-07-11T02:45:00+02:00;8,5431;0,07945
2024-07-11T03:00:00+02:00;6,6371;0,07611
2024-07-11T03:15:00+02:00;6,5211;0,07611
2024-07-11T03:30:00+02:00;8,2296;0,07611
2024-07-11T03:45:00+02:00;6,8676;0,07611
2024-07-11T04:00:00+02:00;6,4286;0,07739
2024-07-11T04:15:00+02:00;8,1281;0,07739
2024-07-11T04:30:00+02:00;7,3976;0,07739
2024-07-11T04:45:00+02:00;6,6931;0,07739
2024-07-11T05:00:00+02:00;7,3701;0,08355
2024-07-11T05:15:00+02:00;7,2631;0,08355
2024-07-11T05:30:00+02:00;6,0206;0,08355
2024-07-11T05:45:00+02:00;6,6621;0,08355
2024-07-11T06:00:00+02:00;9,9321;0,12255
2024-07-11T06:15:00+02:00;8,4511;0,12255
2024-07-11T06:30:00+02:00;9,0241;0,12255
2024-07-11T06:45:00+02:00;10,8986;0,12255
2024-07-11T07:00:00+02:00;8,5881;0,11392
2024-07-11T07:15:00+02:00;10,1606;0,11392
2024-07-11T07:30:00+02:00;14,5146;0,11392
2024-07-11T07:45:00+02:00;9,1736;0,11392
2024-07-11T08:00:00+02:00;9,3461;0,10635
2024-07-11T08:15:00+02:00;12,4671;0,10635
2024-07-11T08:30:00+02:00;11,2156;0,10635
2024-07-11T08:45:00+02:00;12,4676;0,10635
2024-07-11T09:00:00+02:00;12,3701;0,10253
2024-07-11T09:15:00+02:00;11,5391;0,10253
2024-07-11T09:30:00+02:00;12,5691;0,10253
2024-07-11T09:45:00+02:00;11,9951;0,10253
2024-07-11T10:00:00+02:00;10,9981;0,08647
2024-07-11T10:15:00+02:00;12,8671;0,08647
2024-07-11T10:30:00+02:00;10,7436;0,08647
2024-07-11T10:45:00+02:00;11,2211;0,08647
2024-07-11T11:00:00+02:00;11,2296;0,10206
2024-07-11T11:15:00+02:00;10,1096;0,10206
2024-07-11T11:30:00+02:00;11,7131;0,10206
2024-07-11T11:45:00+02:00;11,1241;0,10206
2024-07-11T12:00:00+02:00;11,5966;0,10144
2024-07-11T12:15:00+02:00;13,8206;0,10144
2024-07-11T12:30:00+02:00;11,0571;0,10144
2024-07-11T12:45:00+02:00;13,9861;0,10144
2024-07-11T13:00:00+02:00;12,3416;0,08642
2024-07-11T13:15:00+02:00;12,0396;0,08642
2024-07-11T13:30:00+02:00;13,1166;0,08642
2024-07-11T13:45:00+02:00;10,2506;0,08642
2024-07-11T14:00:00+02:00;11,6826;0,08643
2024-07-11T14:15:00+02:00;10,5106;0,08643
2024-07-11T14:30:00+02:00;9,6261;0,08643
2024-07-11T14:45:00+02:00;12,9611;0,08643
2024-07-11T15:00:00+02:00;9,7921;0,08653
2024-07-11T15:15:00+02:00;10,2431;0,08653
2024-07-11T15:30:00+02:00;11,1736;0,08653
2024-07-11T15:45:00+02:00;9,2111;0,08653
2024-07-11T16:00:00+02:00;12,0321;0,10002
2024-07-11T16:15:00+02:00;12,8586;0,10002
2024-07-11T16:30:00+02:00;9,8081;0,10002
2024-07-11T16:45:00+02:00;12,5616;0,10002
2024-07-11T17:00:00+02:00;9,9736;0,10177
2024-07-11T17:15:00+02:00;11,2801;0,10177
2024-07-11T17:30:00+02:00;11,1721;0,10177
2024-07-11T17:45:00+02:00;10,2076;0,10177
2024-07-11T18:00:00+02:00;12,4566;0,17102
2024-07-11T18:15:00+02:00;10,1026;0,17102
2024-07-11T18:30:00+02:00;11,3231;0,17102
